name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes
,0,28423158,,,,,,,120.0135295,31.9907177,,,
,1,369647481,,,,,,,119.9486983,32.31788,,,
,2,369647489,,,,,,,119.9666286,32.3098661,,,
,3,369647492,,,,,,,119.970423,32.305838,,,
,4,369647516,,,,,,,119.996821,32.258134,,,
,5,369647532,,,,,,,120.0186128,32.2394329,,,
,6,369647560,,,,,,,120.0891479,32.1938633,,,
,7,369647561,,,,,,,120.0905474,32.1927871,,,
,8,369647591,,,,,,,120.10737,32.176289,,,
,9,369647592,,,,,,,120.1094571,32.1750299,,,
,10,369647593,,,,,,,120.1104132,32.1745317,,,
,11,369647600,,,,,,,120.1167901,32.1718439,,,
,12,369647607,,,,,,,120.137115,32.164434,,,
,13,369647641,,,,,,,120.213091,32.127779,,,
,14,369647682,,,,,,,120.2233295,32.0943947,,,
,15,369647692,,,,,,,120.2270701,32.0687844,,,
,16,651510847,,,,,,,120.226981,32.070079,,,
,17,651510859,,,,,,,120.2248303,32.0874209,,,
,18,651510897,motorway_junction,,,,,,120.215938,32.124165,,,
,19,651510899,,,,,,,120.2160076,32.1240255,,,
,20,651510903,,,,,,,120.2132318,32.1308,,,
,21,651510906,,,,,,,120.2145054,32.132473,,,
,22,651510977,,,,,,,120.187642,32.248111,,,
,23,651510979,,,,,,,120.1904808,32.2430033,,,
,24,651510983,,,,,,,120.2004921,32.2289399,,,
,25,651510986,,,,,,,120.2019568,32.2265449,,,
,26,651510991,,,,,,,120.134076,32.343456,,,
,27,651510994,,,,,,,120.134675,32.340394,,,
,28,651511009,,,,,,,120.1802677,32.2656587,,,
,29,651511021,,,,,,,120.151251,32.3016591,,,
,30,651511073,,,,,,,120.133735,32.346061,,,
,31,651511075,,,,,,,120.1334461,32.3503864,,,
,32,651513607,,,,,,,120.2206377,32.1309796,,,
,33,651513611,,,,,,,120.3074465,32.12157,,,
,34,1239221299,,,,,,,120.0197537,32.0012364,,,
,35,1239221306,,,,,,,120.0402499,32.0345905,,,
,36,1239221315,,,,,,,119.9831676,32.1324497,,,
,37,1239221317,,,,,,,119.9714018,32.1619267,,,
,38,1772354444,,,,,,,119.9821646,32.0341215,,,
,39,1772354503,,,,,,,120.0275671,32.0575445,,,
,40,1772354509,,,,,,,119.9831342,32.1325585,,,
,41,1772354522,,,,,,,120.0049123,32.1397481,,,
,42,1772354574,,,,,,,120.0155356,32.1427481,,,
,43,1772354575,,,,,,,120.0154863,32.1428697,,,
,44,1772354577,,,,,,,120.0197727,32.1439455,,,
,45,1772354582,,,,,,,120.0262017,32.146109,,,
,46,1772354585,,,,,,,120.0330352,32.1490015,,,
,47,1772354587,,,,,,,120.0332414,32.1489037,,,
,48,1772354588,,,,,,,120.0401215,32.1518082,,,
,49,1772354590,,,,,,,120.0405354,32.1521446,,,
,50,1772354591,,,,,,,120.0401913,32.1525716,,,
,51,1772354611,,,,,,,120.0328437,32.1624374,,,
,52,1772354621,,,,,,,120.0388986,32.165265,,,
,53,1772354624,,,,,,,120.0524742,32.1677813,,,
,54,1772354637,,,,,,,120.0459914,32.1710003,,,
,55,1772354644,,,,,,,120.0516351,32.170512,,,
,56,1772354646,,,,,,,120.0511778,32.171974,,,
,57,1772354654,,,,,,,120.0399723,32.1813508,,,
,58,1772354656,,,,,,,120.0402569,32.1814294,,,
,59,1772354657,,,,,,,120.0490719,32.1831674,,,
,60,1772354658,,,,,,,120.0512742,32.1836598,,,
,61,1772354690,,,,,,,120.2561657,32.2144837,,,
,62,1772354709,,,,,,,120.1918905,32.2259938,,,
,63,1772354717,,,,,,,120.2465516,32.2294705,,,
,64,1772354721,,,,,,,120.2194235,32.231334,,,
,65,1772354725,,,,,,,120.224317,32.2322482,,,
,66,1772354729,,,,,,,120.2431402,32.2348915,,,
,67,1772354732,,,,,,,120.2351905,32.2390841,,,
,68,1772354739,,,,,,,120.2332369,32.2412929,,,
,69,1772354747,,,,,,,120.2388624,32.2414971,,,
,70,1772354761,,,,,,,120.237292,32.243956,,,
,71,1772354764,,,,,,,120.2365877,32.2450994,,,
,72,1772354765,,,,,,,120.2361529,32.2458052,,,
,73,1772354769,,,,,,,120.2351043,32.2475019,,,
,74,1772354770,,,,,,,120.2346511,32.2479585,,,
,75,1772354772,,,,,,,120.2346262,32.2482151,,,
,76,1772354783,,,,,,,120.2263623,32.2602531,,,
,77,1772354818,,,,,,,120.1746573,32.3280071,,,
,78,1772788236,,,,,,,120.2159763,32.1235902,,,
,79,1772788237,,,,,,,120.2161827,32.1236112,,,
,80,1772788238,,,,,,,120.2157846,32.1239897,,,
,81,1772788239,,,,,,,120.215312,32.1247641,,,
,82,1772788246,,,,,,,120.2131177,32.1270702,,,
,83,1772788251,,,,,,,120.2118995,32.1279576,,,
,84,1772788253,,,,,,,120.2126633,32.1282156,,,
,85,1772788254,,,,,,,120.2128125,32.128242,,,
,86,1772788255,motorway_junction,,,,,,120.2132543,32.1282885,,,
,87,1772788256,,,,,,,120.2113433,32.1284633,,,
,88,1772788257,,,,,,,120.2123746,32.1285103,,,
,89,1772788258,,,,,,,120.2125177,32.1285336,,,
,90,1772788261,,,,,,,120.212986,32.1287271,,,
,91,1772788269,,,,,,,120.2106939,32.129407,,,
,92,1772788277,,,,,,,120.2099175,32.1298409,,,
,93,1772788309,,,,,,,120.2253955,32.1308332,,,
,94,1772788310,,,,,,,120.2248667,32.1308511,,,
,95,1772788312,,,,,,,120.2126706,32.1308655,,,
,96,1772788316,,,,,,,120.2248651,32.1309472,,,
,97,1772788322,,,,,,,120.2168428,32.1309784,,,
,98,1772788327,motorway_junction,,,,,,120.2201786,32.1311333,,,
,99,1772788364,motorway_junction,,,,,,120.2168917,32.1313861,,,
,100,1772788405,motorway_junction,,,,,,120.2095045,32.1317142,,,
,101,1772788428,,,,,,,120.2052421,32.1324691,,,
,102,1772788430,,,,,,,120.2116853,32.1323383,,,
,103,1772788437,,,,,,,120.2144028,32.1326216,,,
,104,1772788446,,,,,,,120.2108297,32.1327771,,,
,105,1772788448,,,,,,,120.2071769,32.1327795,,,
,106,1772788465,,,,,,,120.2154853,32.1335273,,,
,107,1772788476,motorway_junction,,,,,,120.2001243,32.134967,,,
,108,1772788482,,,,,,,120.1985059,32.135819,,,
,109,1772788483,,,,,,,120.2169379,32.1354938,,,
,110,1772788484,motorway_junction,,,,,,120.2171745,32.1359496,,,
,111,1772788493,,,,,,,120.1841041,32.1414357,,,
,112,1772788518,,,,,,,120.1373753,32.1645142,,,
,113,1772788534,,,,,,,120.1102818,32.17479,,,
,114,1772788536,,,,,,,120.1093746,32.1752944,,,
,115,1772788551,,,,,,,120.2134335,32.1913733,,,
,116,1772788554,,,,,,,120.0907279,32.1928341,,,
,117,1772788555,,,,,,,120.0892284,32.1939291,,,
,118,1772788589,,,,,,,120.2018493,32.2265185,,,
,119,1772788591,,,,,,,120.2003737,32.2289163,,,
,120,1772788601,,,,,,,120.0187433,32.2395479,,,
,121,1772788603,,,,,,,120.1903777,32.242966,,,
,122,1772788604,,,,,,,120.1898888,32.2437385,,,
,123,1772788605,,,,,,,120.1900026,32.2437589,,,
,124,1772788632,,,,,,,119.9969421,32.2581745,,,
,125,1772788648,,,,,,,119.9959022,32.2601624,,,
,126,1772788649,,,,,,,119.9960427,32.2601955,,,
,127,1772788690,,,,,,,119.9705731,32.3058377,,,
,128,1772788697,,,,,,,119.9666269,32.3100195,,,
,129,1772788709,,,,,,,119.948745,32.3179782,,,
,130,1914166610,,,,,,,120.2358704,32.1303909,,,
,131,1914166612,,,,,,,120.2283627,32.1308353,,,
,132,1914166613,,,,,,,120.225373,32.1309293,,,
,133,1964505738,,,,,,,119.9915737,32.1632913,,,
,134,1964505751,,,,,,,119.9734744,32.1570391,,,
,135,1964505755,,,,,,,119.9795215,32.1591378,,,
,136,1964513487,,,,,,,119.9701771,32.1647295,,,
,137,1964529701,,,,,,,119.9686677,32.1792101,,,
,138,1964529729,,,,,,,119.9679776,32.1751,,,
,139,1964536362,,,,,,,119.9854753,32.1927608,,,
,140,1964536390,,,,,,,119.9847068,32.1926316,,,
,141,1964536403,,,,,,,119.9559704,32.1845524,,,
,142,1964544049,,,,,,,119.9807193,32.1890374,,,
,143,1964544053,,,,,,,120.0114887,32.197399,,,
,144,1964544056,,,,,,,120.0108951,32.1972652,,,
,145,1964544059,,,,,,,120.0133521,32.1978127,,,
,146,1964544061,,,,,,,119.9900322,32.1935363,,,
,147,1964544064,,,,,,,120.0051903,32.1961209,,,
,148,1964544067,,,,,,,119.9848406,32.1957459,,,
,149,1964544072,,,,,,,119.9852923,32.1899847,,,
,150,1964544075,,,,,,,119.9751452,32.1879441,,,
,151,1964544077,,,,,,,119.9812228,32.1865751,,,
,152,1964544079,,,,,,,119.9855511,32.1872627,,,
,153,1964544080,,,,,,,119.9801742,32.1918609,,,
,154,1964544085,,,,,,,119.9930177,32.1940415,,,
,155,1964546591,,,,,,,120.0089484,32.1834752,,,
,156,1964546600,,,,,,,120.0059327,32.1933725,,,
,157,1964546601,,,,,,,120.0060619,32.1929272,,,
,158,1964551940,,,,,,,120.0003467,32.1754221,,,
,159,1964551948,,,,,,,120.0009664,32.173829,,,
,160,1964551957,,,,,,,119.9984465,32.1796166,,,
,161,1964551961,,,,,,,120.0012157,32.1731972,,,
,162,1964551966,,,,,,,120.0017041,32.1721628,,,
,163,1964555089,,,,,,,120.0083235,32.1616132,,,
,164,1964561162,,,,,,,119.9968545,32.1650805,,,
,165,1964561166,,,,,,,120.0122182,32.1694738,,,
,166,1964561174,,,,,,,120.0107532,32.1691833,,,
,167,1964561179,,,,,,,120.007439,32.1685982,,,
,168,1964561183,,,,,,,120.0042727,32.1677191,,,
,169,1964566986,,,,,,,119.9888293,32.1689292,,,
,170,1964566989,,,,,,,119.9440354,32.1551493,,,
,171,1964567010,,,,,,,119.9804165,32.1661307,,,
,172,1964567033,,,,,,,119.9981687,32.1714718,,,
,173,1964567039,,,,,,,119.9338821,32.1508726,,,
,174,1964567047,,,,,,,119.9934333,32.170309,,,
,175,1964567049,,,,,,,119.9705363,32.162903,,,
,176,1973161734,,,,,,,119.9768925,32.1491211,,,
,177,1973164429,,,,,,,120.0099019,32.1656081,,,
,178,1973164496,,,,,,,120.0129827,32.1669919,,,
,179,1973165592,,,,,,,120.0129331,32.1757272,,,
,180,1973165595,crossing,,,,,,120.0095241,32.1739544,,,
,181,1973167867,,,,,,,120.0152831,32.1702809,,,
,182,1973167870,,,,,,,120.0204313,32.1571112,,,
,183,1973167879,,,,,,,120.0075886,32.1686223,,,
,184,1973167884,,,,,,,120.0069181,32.1729699,,,
,185,1973175460,,,,,,,119.973868,32.1604186,,,
,186,1973176581,,,,,,,119.9756248,32.1582263,,,
,187,1973176589,,,,,,,119.9758115,32.1578503,,,
,188,1973176592,,,,,,,119.9747096,32.1601298,,,
,189,1973178692,,,,,,,119.9784355,32.1654336,,,
,190,1973184145,,,,,,,119.9781599,32.1653392,,,
,191,1973191854,,,,,,,119.9835505,32.1640352,,,
,192,1973194557,,,,,,,119.9884023,32.1687916,,,
,193,1973194558,,,,,,,119.9866729,32.1650506,,,
,194,1973194563,,,,,,,119.9853904,32.167745,,,
,195,1973195619,,,,,,,119.9935598,32.1602912,,,
,196,1973195627,,,,,,,119.9947123,32.1576867,,,
,197,1973195629,,,,,,,119.9949476,32.1578036,,,
,198,1973196412,,,,,,,119.9933092,32.160212,,,
,199,1973196414,,,,,,,119.9967201,32.1611825,,,
,200,1973197604,,,,,,,119.9983721,32.1656,,,
,201,1973197606,,,,,,,119.996671,32.1613668,,,
,202,1973197609,,,,,,,120.0001343,32.1623621,,,
,203,1973198605,,,,,,,119.9932247,32.1603879,,,
,204,1973198607,,,,,,,119.9916143,32.1596233,,,
,205,1973198614,,,,,,,119.9919731,32.1590178,,,
,206,1973199936,,,,,,,119.9906881,32.1592093,,,
,207,1973199939,,,,,,,119.9768453,32.1532476,,,
,208,1973199941,,,,,,,119.975318,32.1526521,,,
,209,1973199942,,,,,,,119.9852378,32.1567856,,,
,210,1973199943,,,,,,,119.9910832,32.1593807,,,
,211,1973206602,,,,,,,120.0113949,32.1784022,,,
,212,1973206614,,,,,,,120.0108873,32.1685699,,,
,213,1973206619,,,,,,,120.0099897,32.1711038,,,
,214,1973206624,,,,,,,120.0124738,32.176306,,,
,215,1973206629,,,,,,,120.0112162,32.1692622,,,
,216,1973213184,,,,,,,120.0106684,32.1744573,,,
,217,1973213192,,,,,,,120.0117847,32.1737792,,,
,218,1973213196,,,,,,,120.0128778,32.174593,,,
,219,1973213201,,,,,,,120.0110253,32.173961,,,
,220,1973213207,,,,,,,120.0129547,32.1722035,,,
,221,1973213211,,,,,,,120.0114113,32.1735237,,,
,222,1973213216,,,,,,,120.0126501,32.1746726,,,
,223,1973213220,,,,,,,120.0109721,32.1716955,,,
,224,1973213231,,,,,,,120.0112443,32.1712791,,,
,225,1973213241,,,,,,,120.0111634,32.1747049,,,
,226,1973213245,,,,,,,120.0122943,32.1726504,,,
,227,1973213246,,,,,,,120.0121006,32.1727847,,,
,228,1973217840,,,,,,,119.9205729,32.1321446,,,
,229,1973217843,,,,,,,119.9493571,32.1408493,,,
,230,1973217851,,,,,,,119.9383775,32.1375094,,,
,231,1973221083,,,,,,,119.9157289,32.1563768,,,
,232,1973221094,,,,,,,119.9157932,32.1577574,,,
,233,1973221108,,,,,,,119.9159402,32.1463924,,,
,234,1973221113,,,,,,,119.9189111,32.172678,,,
,235,1973221116,,,,,,,119.9166408,32.1423152,,,
,236,1975296162,,,,,,,120.01352,32.1706344,,,
,237,1975296170,,,,,,,120.01385,32.1698906,,,
,238,1975296172,,,,,,,120.0128648,32.1696234,,,
,239,1975309587,,,,,,,120.0078178,32.177321,,,
,240,1975309588,,,,,,,120.009112,32.1745403,,,
,241,1975384348,,,,,,,120.0013177,32.1730858,,,
,242,1975412210,,,,,,,120.0047568,32.1726322,,,
,243,1975412238,,,,,,,120.0062798,32.1682872,,,
,244,1975413118,,,,,,,120.0060471,32.1728293,,,
,245,1975413119,,,,,,,120.0064076,32.1728721,,,
,246,1975440259,,,,,,,119.9313231,32.16038,,,
,247,1975440295,,,,,,,119.9253898,32.1752658,,,
,248,1975442208,,,,,,,119.9282922,32.1679206,,,
,249,1975442209,,,,,,,119.9163714,32.1646291,,,
,250,1975444312,,,,,,,119.91828,32.1631942,,,
,251,1975444318,,,,,,,119.9166728,32.1627801,,,
,252,1975447144,,,,,,,119.9226832,32.1644765,,,
,253,1975447148,,,,,,,119.9204333,32.1639059,,,
,254,1975453060,,,,,,,119.9246765,32.1526436,,,
,255,1975453073,,,,,,,119.922734,32.150265,,,
,256,1975453087,,,,,,,119.9277277,32.151686,,,
,257,1975453089,,,,,,,119.9221068,32.1518897,,,
,258,1975453093,,,,,,,119.9220576,32.166116,,,
,259,1975463193,,,,,,,119.9159896,32.1500875,,,
,260,1975468272,,,,,,,119.9186523,32.1530932,,,
,261,1975497917,,,,,,,119.9699176,32.18459,,,
,262,1975497919,,,,,,,119.9726395,32.1844978,,,
,263,1975497954,,,,,,,119.9804781,32.1742702,,,
,264,1975497964,,,,,,,119.9720685,32.1894448,,,
,265,1975497965,,,,,,,119.9728226,32.1753805,,,
,266,1975497979,,,,,,,119.9724035,32.1783596,,,
,267,1975497987,,,,,,,119.9732931,32.1722328,,,
,268,1975573143,,,,,,,119.9258811,32.2281679,,,
,269,1975596270,,,,,,,119.9302898,32.2031923,,,
,270,1975596272,,,,,,,119.9135677,32.1747231,,,
,271,1975596285,,,,,,,119.9188301,32.2025072,,,
,272,1975596293,,,,,,,119.9134112,32.1747862,,,
,273,1975596300,,,,,,,119.9126709,32.1748043,,,
,274,1975596303,,,,,,,119.9133683,32.1713625,,,
,275,1975600839,,,,,,,119.9139673,32.16162,,,
,276,1975600841,,,,,,,119.9183653,32.1713412,,,
,277,1975619273,,,,,,,119.9222206,32.2155569,,,
,278,1975619274,,,,,,,119.9243436,32.2028018,,,
,279,1975619327,,,,,,,119.9154923,32.1931375,,,
,280,1975619335,,,,,,,119.9218665,32.1937692,,,
,281,1975638158,,,,,,,119.9264545,32.2270751,,,
,282,1975638176,,,,,,,119.9254524,32.2276899,,,
,283,1975638186,,,,,,,119.9251871,32.2281428,,,
,284,1975638188,,,,,,,119.9260969,32.2277453,,,
,285,1975638189,,,,,,,119.9249176,32.2280679,,,
,286,1975638190,,,,,,,119.9251778,32.2279089,,,
,287,1975638194,,,,,,,119.9266824,32.2282392,,,
,288,1975638197,,,,,,,119.9265712,32.2278218,,,
,289,1975643104,,,,,,,119.9578304,32.2311628,,,
,290,1975643148,,,,,,,119.9687837,32.2341268,,,
,291,1975643168,,,,,,,119.9395195,32.2297197,,,
,292,1975643178,,,,,,,119.964743,32.2330051,,,
,293,1975643180,,,,,,,119.9414467,32.2295981,,,
,294,1975646628,,,,,,,119.9678294,32.2360565,,,
,295,1975646632,,,,,,,119.9549839,32.2355851,,,
,296,1975646635,,,,,,,119.9564603,32.2336767,,,
,297,1975646639,,,,,,,119.9559794,32.2342742,,,
,298,1975651836,,,,,,,119.969689,32.2324243,,,
,299,1975651848,,,,,,,119.9663562,32.2387829,,,
,300,1975651857,,,,,,,119.9709335,32.230051,,,
,301,2026050024,,,,,,,119.9232988,32.1442157,,,
,302,2026050025,,,,,,,119.920268,32.1432755,,,
,303,2026050029,,,,,,,119.9349683,32.1476257,,,
,304,2033091919,,,,,,,119.9640843,32.2409153,,,
,305,2033091929,,,,,,,119.963207,32.2415001,,,
,306,2033092225,,,,,,,120.0145329,32.2501636,,,
,307,2033092318,,,,,,,119.9408095,32.2517565,,,
,308,2033092337,,,,,,,119.9407518,32.2525568,,,
,309,2033092379,,,,,,,119.9360775,32.2552757,,,
,310,2033092625,,,,,,,120.0052824,32.2616437,,,
,311,2033092654,,,,,,,120.0050666,32.2622775,,,
,312,2033093045,,,,,,,119.933018,32.2693846,,,
,313,2033093260,,,,,,,119.9987389,32.2798999,,,
,314,2033093271,,,,,,,119.9984729,32.2799635,,,
,315,2033093278,,,,,,,119.9984397,32.2800228,,,
,316,2033093301,,,,,,,119.9927969,32.2801274,,,
,317,2033093303,,,,,,,119.9988604,32.280129,,,
,318,2033093314,,,,,,,119.9985732,32.2802432,,,
,319,2033093325,,,,,,,119.992585,32.2805832,,,
,320,2033093331,,,,,,,119.9980887,32.2813955,,,
,321,2033093440,,,,,,,119.9888638,32.2890541,,,
,322,2033093445,,,,,,,119.9886994,32.289359,,,
,323,2033093482,,,,,,,119.9881792,32.2905639,,,
,324,2033093503,,,,,,,119.9928437,32.292211,,,
,325,2033093505,,,,,,,119.99276,32.2924042,,,
,326,2033093511,,,,,,,119.9953556,32.2929776,,,
