name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes
,327,2033093519,,,,,,,119.9870218,32.2931744,,,
,328,2033093528,,,,,,,119.9868996,32.2934607,,,
,329,2033093544,,,,,,,119.9760956,32.2939654,,,
,330,2033093547,,,,,,,119.9762198,32.2939989,,,
,331,2033093550,,,,,,,119.9760329,32.2941188,,,
,332,2033093556,,,,,,,119.9761669,32.2941387,,,
,333,2033093572,,,,,,,119.9651472,32.2942301,,,
,334,2033093579,,,,,,,119.9645591,32.2942699,,,
,335,2033093585,,,,,,,119.9638676,32.2943255,,,
,336,2033093594,,,,,,,119.9863529,32.2949374,,,
,337,2033093597,,,,,,,119.9561829,32.2949802,,,
,338,2033093616,,,,,,,119.9858648,32.296325,,,
,339,2033093626,,,,,,,119.9391118,32.2966928,,,
,340,2033093634,,,,,,,119.9440089,32.296715,,,
,341,2033093652,,,,,,,119.9407925,32.2967496,,,
,342,2033093653,,,,,,,119.9405526,32.2967513,,,
,343,2033093681,,,,,,,119.9912741,32.2975818,,,
,344,2033093717,,,,,,,119.985253,32.2981293,,,
,345,2033094160,,,,,,,119.9564221,32.3055366,,,
,346,2033094180,,,,,,,119.9445594,32.3057077,,,
,347,2033094203,,,,,,,119.9564232,32.3059213,,,
,348,2033094219,,,,,,,119.9564315,32.3060685,,,
,349,2033094228,,,,,,,119.9584219,32.3061834,,,
,350,2033094249,,,,,,,119.9698736,32.3065364,,,
,351,2033094258,,,,,,,119.9699909,32.3065672,,,
,352,2033094287,,,,,,,119.9665776,32.3068859,,,
,353,2033094334,,,,,,,119.9673468,32.3068888,,,
,354,2033094350,,,,,,,119.9830424,32.3073583,,,
,355,2033094373,,,,,,,119.9569703,32.308043,,,
,356,2033094376,,,,,,,119.9796101,32.3081169,,,
,357,2033094383,,,,,,,119.9827989,32.3082156,,,
,358,2033094394,,,,,,,119.9826711,32.3086102,,,
,359,2033094399,,,,,,,119.9826218,32.308729,,,
,360,2033094405,,,,,,,119.9673152,32.3092469,,,
,361,2033094414,,,,,,,119.967313,32.3094159,,,
,362,2033094428,,,,,,,119.9896182,32.3103059,,,
,363,2033094564,,,,,,,119.9447589,32.3123958,,,
,364,2033094605,,,,,,,119.9586816,32.3145458,,,
,365,2033094612,,,,,,,119.9587229,32.3146501,,,
,366,2033094616,,,,,,,119.958396,32.3146591,,,
,367,2033094620,,,,,,,119.9584301,32.3147614,,,
,368,2033094641,,,,,,,119.9546898,32.3158884,,,
,369,2033094644,,,,,,,119.9547033,32.3160145,,,
,370,2033094649,,,,,,,119.9540491,32.3160994,,,
,371,2033094652,,,,,,,119.954057,32.3162113,,,
,372,2033094811,,,,,,,119.9598525,32.3199352,,,
,373,2033094818,,,,,,,119.95993,32.3205082,,,
,374,2033094841,,,,,,,119.9602725,32.3231857,,,
,375,2033094855,,,,,,,119.9605085,32.3249859,,,
,376,2284982903,,,,,,,120.180147,32.2656286,,,
,377,2284982949,,,,,,,120.1511502,32.3016171,,,
,378,2284983021,,,,,,,120.1345181,32.3403622,,,
,379,2284983027,,,,,,,120.1338895,32.3435061,,,
,380,2443942579,,,,,,,120.2033521,32.2283339,,,
,381,2443942588,,,,,,,120.197893,32.2320742,,,
,382,2443942591,,,,,,,120.1986144,32.2321973,,,
,383,2443942596,,,,,,,120.2000125,32.2323688,,,
,384,2443942599,,,,,,,120.1979342,32.2325827,,,
,385,2444107840,,,,,,,120.2031627,32.228295,,,
,386,2444107845,,,,,,,120.1997161,32.2300916,,,
,387,2444107891,,,,,,,120.197938,32.23202,,,
,388,2444107898,,,,,,,120.2006025,32.2321307,,,
,389,2444107901,,,,,,,120.1986501,32.2321388,,,
,390,2444107981,,,,,,,120.1973365,32.2335708,,,
,391,2444107990,,,,,,,120.1957409,32.2355016,,,
,392,2444207154,,,,,,,120.0949806,32.1889213,,,
,393,2444207190,,,,,,,120.0892741,32.192703,,,
,394,2444207215,,,,,,,120.0938146,32.1898803,,,
,395,2445305042,,,,,,,120.2499649,32.2488924,,,
,396,2445305043,,,,,,,120.2495643,32.2500519,,,
,397,2445305044,,,,,,,120.2494101,32.250523,,,
,398,2445305046,,,,,,,120.2486134,32.2527074,,,
,399,2445305049,,,,,,,120.2492776,32.2505068,,,
,400,2445305050,,,,,,,120.2494499,32.2500036,,,
,401,2445305051,,,,,,,120.2498728,32.2488439,,,
,402,2445305052,,,,,,,120.2350734,32.2479609,,,
,403,2445305053,,,,,,,120.2397202,32.2497971,,,
,404,2445305054,,,,,,,120.2416944,32.2504812,,,
,405,2445305056,,,,,,,120.23505,32.2477612,,,
,406,2445305059,,,,,,,120.2346751,32.2477621,,,
,407,2445305061,,,,,,,120.2348459,32.2476817,,,
,408,2445305068,,,,,,,120.2348396,32.2480732,,,
,409,2445305073,,,,,,,120.2197556,32.2355861,,,
,410,2445305075,,,,,,,120.222482,32.2382102,,,
,411,2445305076,,,,,,,120.2234409,32.239001,,,
,412,2445305077,,,,,,,120.2261743,32.2412117,,,
,413,2445305078,,,,,,,120.2302112,32.2444467,,,
,414,2445305079,,,,,,,120.2497771,32.2530128,,,
,415,2445305088,,,,,,,120.2688775,32.2568939,,,
,416,2445305089,,,,,,,120.2837601,32.2614922,,,
,417,2445305090,,,,,,,120.3006383,32.2667442,,,
,418,2445305092,,,,,,,120.3234703,32.2736888,,,
,419,2445305093,,,,,,,120.3299564,32.2756495,,,
,420,2445305094,,,,,,,120.3382954,32.2782037,,,
,421,2445305095,,,,,,,120.3450477,32.2802736,,,
,422,2445305096,,,,,,,120.3477067,32.2810807,,,
,423,2445305098,,,,,,,120.3510064,32.2823086,,,
,424,2445305099,,,,,,,120.3524092,32.2829014,,,
,425,2445314628,,,,,,,120.336283,32.2784567,,,
,426,2445314629,,,,,,,120.3328927,32.2774362,,,
,427,2445314632,,,,,,,120.3295219,32.2763134,,,
,428,2445314633,,,,,,,120.3279033,32.2752192,,,
,429,2445314635,,,,,,,120.3276755,32.2749452,,,
,430,2445314639,,,,,,,120.3287451,32.2778384,,,
,431,2445314642,,,,,,,120.330007,32.275506,,,
,432,2445314643,,,,,,,120.3301845,32.2750705,,,
,433,2445314644,,,,,,,120.3302234,32.2749607,,,
,434,2445314645,,,,,,,120.3311149,32.273273,,,
,435,2445314646,,,,,,,120.3317888,32.2720894,,,
,436,2445314648,,,,,,,120.3263562,32.2770199,,,
,437,2445314650,,,,,,,120.3333087,32.2766742,,,
,438,2445314651,,,,,,,120.3181479,32.2694097,,,
,439,2445314652,,,,,,,120.3287448,32.2725569,,,
,440,2445314653,,,,,,,120.3294008,32.2713761,,,
,441,2445314654,,,,,,,120.3278306,32.274235,,,
,442,2445314655,,,,,,,120.3275569,32.2749088,,,
,443,2445314656,,,,,,,120.3336245,32.2760393,,,
,444,2445661696,,,,,,,120.3256717,32.2767568,,,
,445,2446735854,,,,,,,120.0208743,32.1568453,,,
,446,2446735862,,,,,,,120.0427855,32.1660161,,,
,447,2446735863,,,,,,,120.047635,32.1669107,,,
,448,2446735864,crossing,,,,,,120.0278475,32.1788561,,,
,449,2446763486,,,,,,,120.0164495,32.1705282,,,
,450,2446763487,,,,,,,120.0176674,32.1708278,,,
,451,2446763491,,,,,,,120.0212863,32.171681,,,
,452,2446763492,,,,,,,120.0216781,32.1716953,,,
,453,2446763493,,,,,,,120.02385,32.1717816,,,
,454,2446763495,,,,,,,120.0249205,32.1719707,,,
,455,2446763497,,,,,,,120.0280414,32.1731935,,,
,456,2446763498,,,,,,,120.0293687,32.1737293,,,
,457,2446763500,,,,,,,120.0368466,32.1755148,,,
,458,2446763501,,,,,,,120.0425872,32.1768855,,,
,459,2446763502,,,,,,,120.0470676,32.1779319,,,
,460,2446763503,,,,,,,120.0560466,32.18009,,,
,461,2446763504,,,,,,,120.0374935,32.1716584,,,
,462,2446763505,,,,,,,120.0374935,32.1718485,,,
,463,2446763508,,,,,,,120.0365977,32.1768207,,,
,464,2446763512,,,,,,,120.0343215,32.1800905,,,
,465,2446763513,,,,,,,120.0303857,32.1704269,,,
,466,2446763514,,,,,,,120.0172547,32.1678669,,,
,467,2446763516,,,,,,,120.0240517,32.1692036,,,
,468,2446763517,,,,,,,120.0260624,32.1695775,,,
,469,2446763518,,,,,,,120.0306923,32.1693581,,,
,470,2446763523,,,,,,,120.037867,32.1694729,,,
,471,2446763529,,,,,,,120.0147682,32.1716841,,,
,472,2446763530,,,,,,,120.0160412,32.1719293,,,
,473,2446763531,,,,,,,120.0487616,32.1715219,,,
,474,2446763532,,,,,,,120.0467618,32.1785815,,,
,475,2446763537,,,,,,,120.0447338,32.182345,,,
,476,2446763538,,,,,,,120.0289722,32.1606618,,,
,477,2446763539,,,,,,,120.0252473,32.1675356,,,
,478,2446763540,,,,,,,120.0250787,32.167768,,,
,479,2446763541,,,,,,,120.02186,32.1777594,,,
,480,2446763542,,,,,,,120.018628,32.1770357,,,
